Time,P,I,C
0.0,5000.0,500.0,50.0
1.001001001001001,1843.3344608483749,833.0864788828397,51.681938232319915
2.002002002002002,523.6234947904999,878.4894976902677,55.47638982870109
3.0030030030030033,167.62712900814844,792.1913965464977,59.149621841278226
4.004004004004004,67.86634523245912,682.0684940537546,61.794928715234015
5.005005005005005,34.9631550824278,577.960591158612,63.187267531575074
6.0060060060060065,22.403626420137613,486.9365724799578,63.37252520707755
7.007007007007008,17.346465251178216,409.8591654555443,62.51490055704501
8.008008008008009,15.77629059626078,345.6591271198363,60.823755750249376
9.00900900900901,16.43084579285975,292.6717803463417,58.511866466199635
10.01001001001001,19.170100082128528,249.15429966558227,55.772457381479555
11.011011011011012,24.590819806369357,213.50643409389835,52.76887593036539
12.012012012012013,34.135041223944874,184.36032014344596,49.63227303460887
13.013013013013014,50.57494184869329,160.6105779701703,46.46378781204912
14.014014014014016,78.99229766237579,141.42395022977215,43.338863400920765
15.015015015015017,128.4903029891036,126.25559556702969,40.31228288283077
16.016016016016017,214.7700504553183,114.8974907020384,37.4232284168632
17.017017017017018,362.71035403525997,107.59166855208433,34.700163985825455
18.01801801801802,604.4611969409854,105.25441685385312,32.165691179098424
19.01901901901902,960.5013927726494,109.84815106478034,29.841734918031445
20.02002002002002,1387.4554727821053,124.74339096932815,27.75511699215754
21.021021021021024,1718.7138948653826,154.01387810320404,25.941134760038363
22.022022022022025,1728.6258261150797,198.01625615431485,24.435481948380385
23.023023023023026,1380.5855172295446,246.26131709928998,23.241750037607556
24.024024024024026,908.8088713622058,281.3625813094137,22.296736066462813
25.025025025025027,535.7251432139041,295.26582804122296,21.49103862514918
26.026026026026027,307.1025026039496,292.3025434877362,20.72794026604718
27.027027027027028,180.91639753803318,279.9401946203608,19.9518862772586
28.028028028028032,112.78062766748285,263.511085455375,19.141641599000643
29.029029029029033,75.36511920247058,245.92727477695607,18.295558929769925
30.030030030030034,54.2111223073953,228.6071764657657,17.421137151980776
31.031031031031034,41.96235641843977,212.19081751927672,16.52929432957616
32.032032032032035,34.86635210816038,196.93375903716958,15.631500451670574
33.033033033033036,30.988450023671884,182.90508227720431,14.738414443785201
34.034034034034036,29.343664288077903,170.0854530107381,13.859291386632789
35.03503503503504,29.481775673160154,158.41648993675773,13.001787815856511
36.03603603603604,31.2974394599015,147.82646085494895,12.17197468217889
37.03703703703704,34.96044517774983,138.24444215595867,11.374456924353074
38.03803803803804,40.92165145856274,129.6090422950916,10.612543948908387
39.03903903903904,49.980429671301216,121.87502432393546,9.888439598392893
40.04004004004004,63.41515536442097,115.01996320214067,9.20343405876643
41.04104104104105,83.18327559457967,109.05266987250084,8.558088575364234
42.04204204204205,112.18474391031,104.0251362542826,7.952409232361202
43.04304304304305,154.52861414114327,100.04993159005909,7.3860095576389195
44.04404404404405,215.59811489221815,97.32483241932363,6.8582637045230435
45.04504504504505,301.4068225612769,96.16475349995753,6.368451913095208
46.04604604604605,416.2894517189133,97.03461223289497,5.91589578996852
47.04704704704705,557.8129686181726,100.55887753767406,5.500067731440838
48.04804804804805,709.3448408243476,107.44537838509504,5.120628335583385
49.04904904904905,835.7092516836196,118.21258289720639,4.777294917483279
50.050050050050054,892.7374018487005,132.64569071987438,4.469412648628595
51.051051051051054,854.1485196209201,149.22225504462475,4.19522147846362
52.052052052052055,734.2737831494715,165.2177449680891,3.9511974170121764
53.053053053053056,578.3598290843757,177.87950471558239,3.732141544811345
54.054054054054056,430.10933387601153,185.74039411793586,3.532210962141641
55.05505505505506,311.6383816526784,188.8780637845104,3.3461910595987434
56.056056056056065,225.88030571306606,188.26048001274518,3.170218160370449
57.057057057057065,166.9497000778074,185.03369860092232,3.0018275189929406
58.058058058058066,127.41786369521672,180.1591665349569,2.839646168688586
59.05905905905907,101.17938621626375,174.33265679954553,2.6830275205801444
60.06006006006007,83.93365392590104,168.02340279275978,2.5317577433676495
61.06106106106107,72.86455906100389,161.53815875763473,2.385854837788235
62.06206206206207,66.20921774701128,155.07587649780672,2.245442193308644
63.06306306306307,62.91918965081464,148.76687363858684,2.11067330184401
64.06406406406407,62.437434860024425,142.6991984728502,1.9816893407622822
65.06506506506507,64.56774697154019,136.93623610712092,1.8585972607285288
66.06606606606607,69.41063515229779,131.52886827038907,1.7414604925877155
67.06706706706707,77.3465339781254,126.52454029185107,1.6302973486431132
68.06806806806807,89.0527460956539,121.97486693310762,1.525084054724425
69.06906906906907,105.54094516718625,117.94292811824967,1.4257605175975687
70.07007007007007,128.19399295605047,114.5110686523399,1.3322376482158413
71.07107107107107,158.75966008132022,111.78965660515365,1.2444054835943001
72.07207207207207,199.2188291187777,109.92661070424575,1.1621415559714137
73.07307307307308,251.38851435741697,109.11615420113928,1.085318931067527
74.07407407407408,316.07528881191723,109.60251694002349,1.0138130251285278
75.07507507507508,391.6599939776253,111.66947743375474,0.9475056039339373
76.07607607607608,472.3510936689593,115.60011350600098,0.8862832434855192
77.07707707707708,547.1122112538144,121.58758557652945,0.8300263800151776
78.07807807807808,601.0333083153922,129.59077137101642,0.7785853615585251
79.07907907907908,620.3333233740202,139.17598764562655,0.7317444105644488
80.08008008008008,599.1962517207588,149.456279868735,0.6891848097310744
81.0810810810811,543.4544591344977,159.24846865118698,0.6504694217369985
82.0820820820821,467.57814062282614,167.42749415362437,0.6150677644848989
83.0830830830831,387.397026336869,173.26868898733403,0.5824179574863297
84.0840840840841,314.2706404743087,176.56969764212877,0.5519973862408835
85.0850850850851,253.55950723353476,177.5415615045505,0.5233722345777986
86.0860860860861,206.1269269503689,176.60850023017238,0.49621489279986375
87.0870870870871,170.52055960902123,174.24125451551103,0.47029640730877037
88.0880880880881,144.56379568529513,170.86463176572298,0.44546695347280085
89.0890890890891,126.18040493415228,166.8248185376805,0.4216342735229154
90.0900900900901,113.70104630723122,162.38958691379761,0.3987450400446604
91.0910910910911,105.91187636462355,157.7615965552318,0.37677058735559915
92.0920920920921,102.00635275334405,153.09437910638172,0.3556967475057819
93.0930930930931,101.51764993399829,148.50681960805065,0.3355169668923317
94.0940940940941,104.26132677102237,144.09508052728467,0.3162278493658451
95.0950950950951,110.2951051823002,139.9421844441475,0.2978264216816588
96.0960960960961,119.89230386503614,136.12583920683994,0.2803085924229134
97.0970970970971,133.51952440851605,132.72506733653114,0.26366842338339097
98.0980980980981,151.80309885575332,129.82600364981678,0.24789794090643624
99.0990990990991,175.46052552157252,127.5268942632848,0.23298728774516625
100.10010010010011,205.16299129452568,125.94182020300586,0.21892505651159
101.10110110110111,241.28844299951902,125.20188197691523,0.2056986596634476
102.10210210210211,283.535189309286,125.45145908864538,0.19329457849884815
103.10310310310311,330.4179152498682,126.83584155304665,0.18169830182202512
104.10410410410411,378.7847717280164,129.47573882921552,0.17089373157938054
105.10510510510511,423.65897419934697,133.4256461295918,0.16086184287565164
106.10610610610611,458.80300123886855,138.61944699141264,0.15157851884625145
107.10710710710711,478.210760218621,144.8192573112642,0.14301182102552448
108.10810810810811,478.1450971946135,151.5971263778731,0.1351194822278938
109.10910910910911,458.69196103092264,158.37910040449486,0.12784784946965747
110.11011011011011,423.81068565550123,164.55414490140834,0.1211333773917253
111.11111111111111,379.78791234150356,169.60799070388796,0.11490682629435975
112.11211211211213,333.07016663347,173.22132863857985,0.10909902539018689
113.11311311311313,288.64976501419176,175.29532264109457,0.1036463617288978
114.11411411411413,249.5052081474393,175.9124386995068,0.09849452077364838
115.11511511511513,216.86239092083022,175.2679415275336,0.093600001265149
116.11611611611613,190.78626744598876,173.6050036853719,0.08892979212249723
117.11711711711713,170.74409046030965,171.16937396611814,0.08445995523727921
118.11811811811813,155.99996270374302,168.18485475918612,0.08017379261312126
119.11911911911913,145.84047706669205,164.84413901110298,0.07606004254423386
120.12012012012013,139.6811319322621,161.30872806246657,0.0721113243781507
121.12112112112113,137.10338871473382,157.71324661275156,0.06832289987844532
122.12212212212214,137.85682987678553,154.17133229489494,0.06469173874858752
123.12312312312314,141.84540216199395,150.78165302541376,0.0612158426281489
124.12412412412414,149.1054221641982,147.63341269403077,0.05789377423292433
