Time,P,I,C
0.0,5000.0,500.0,50.0
0.4004004004004004,4057.0221380605103,677.6030123437448,50.75863606574832
0.8008008008008008,3003.182548135886,845.4713059605579,52.25953408374367
1.2012012012012012,2070.962373411735,971.6524800760515,54.450702511766
1.6016016016016017,1371.9668372582796,1043.695223553946,57.18637945987108
2.002002002002002,900.1542673904459,1067.5393032858863,60.2858629163306
2.4024024024024024,599.0156258923565,1056.3756104099184,63.5797971304448
2.802802802802803,410.86212669550866,1022.6645796673872,66.92845124584977
3.2032032032032034,293.32415894423104,975.6033603179628,70.22246174371664
3.6036036036036037,219.14192834031812,921.3337146696194,73.37786991921926
4.004004004004004,171.74336560544668,863.8118914258956,76.33103044680506
4.404404404404405,141.26101937520093,805.571204419319,79.03479285415666
4.804804804804805,121.84615596462669,748.2417155876631,81.45581444855569
5.205205205205205,110.03823849033331,692.8751445779075,83.5725692571091
5.605605605605606,103.81820735018651,640.1435964336862,85.3737102259541
6.0060060060060065,102.07115077984514,590.4627427800036,86.85659041766985
6.406406406406407,104.28893580834877,544.0710067901148,88.02586221657386
6.806806806806807,110.41572630155932,501.0831207379174,88.89214165221485
7.207207207207207,120.78299687162254,461.528498772436,89.47075782598326
7.6076076076076085,136.10589655407853,425.38036342319606,89.78061800557899
8.008008008008009,157.52693452346622,392.5791101793454,89.84321698079438
8.408408408408409,186.70005582755246,363.0521091150156,89.68181188501309
8.80880880880881,225.90970568006736,336.7315155208581,89.3207753851435
9.20920920920921,278.21466430508224,313.5714108720786,88.78513353489288
9.60960960960961,347.59227703780766,293.5655688940862,88.10029105201522
10.01001001001001,439.0302563322484,276.7672516241178,87.29194685207854
10.41041041041041,558.464777196339,263.31261552597914,86.38620644430175
10.810810810810812,712.3939931859526,253.44941900898434,85.40990484857143
11.211211211211213,906.9211955721505,247.5724624173379,84.39116271989734
11.611611611611613,1145.9562940448354,246.2658250196788,83.36020562684583
12.012012012012013,1428.440405213025,250.34792877579045,82.3504728936157
12.412412412412413,1744.90239655173,260.9058768309241,81.40000749016234
